"","state","county","trend","model_elements"
"337","MO","JOHNSON",-0.0030959752321996,18
"338","MO","LINN",0.244582043343649,18
"339","MO","LIVINGSTON",-0.189886480908151,18
"340","MO","MARIES",0.0175438596491269,19
"341","MO","MILLER",-0.116615067079462,18
"342","MO","ST. CHARLES",-0.26109391124869,18
"343","MO","ST. FRANCOIS",-0.00701754385966599,19
"344","MO","ST. LOUIS",0.0912280701754362,19
"345","MS","DESOTO",0.0917159763313611,13
"346","MS","MARSHALL",0.187224669603534,12
"347","MS","TUNICA",0.263927134081767,14
"348","MT","BEAVERHEAD",0.703508771929983,19
"349","MT","CASCADE",0.691228070175505,19
"350","MT","CUSTER",0.510526315789436,19
"351","MT","DAWSON",0.114551083591319,18
"352","MT","FALLON",0.0877192982456037,18
"353","MT","FERGUS",0.250877192982443,19
"354","MT","FLATHEAD",-0.0140350877192234,19
"355","MT","GALLATIN",0.108771929824488,19
"356","MT","GARFIELD",-0.0154798761609825,18
"357","MT","GLACIER",0.842105263157902,19
"358","MT","HILL",0.810526315789654,19
"359","MT","LEWIS AND CLARK",0.461403508771993,19
"360","MT","MISSOULA",0.117543859649207,19
"361","MT","PARK",0.068421052631584,19
"362","MT","RICHLAND",0.157894736842119,18
"363","MT","ROOSEVELT",-0.273684210526267,19
"364","MT","SILVER BOW",-0.0122807017543339,19
"365","MT","VALLEY",0.187719298245703,19
"366","MT","YELLOWSTONE",0.487719298245669,19
"367","NC","ALAMANCE",-0.12770137524558,10
"368","NC","ASHE",0.150670794633643,18
"369","NC","BUNCOMBE",-0.0588235294117746,15
"370","NC","CHEROKEE",-0.283364958886784,10
"371","NC","DAVIDSON",0.0842105263157762,10
"372","NC","FORSYTH",0.0591253904506939,13
"373","NC","GUILFORD",0.0696324951644265,12
"374","NC","HENDERSON",-0.0478978179882924,16
"375","NC","IREDELL",0.121820615796521,10
"376","NC","LINCOLN",0.0619047619047652,10
"377","NC","ORANGE",-0.0230352303523047,10
"378","NC","RICHMOND",-0.0265225933202367,11
"379","NC","ROWAN",0.119047619047619,10
"380","NC","STANLY",0.0714285714285655,10
"381","NC","SURRY",0.111164122137405,14
"382","NC","WATAUGA",-0.296181630546953,18
"383","NC","WILKES",0.00220264317179083,12
"384","ND","ADAMS",-0.416924664602684,18
"385","ND","BILLINGS",0.684210526315876,19
"386","ND","BURKE",0.360294117647076,17
"387","ND","BURLEIGH",0.0736842105262641,19
"388","ND","CASS",0.182456140350883,19
"389","ND","GRAND FORKS",-0.210526315789474,19
"390","ND","KIDDER",9.62849665479101e-14,15
"391","ND","MCLEAN",-0.151702786377712,18
"392","ND","RAMSEY",-0.781217750258008,18
"393","ND","RICHLAND",-1.26715686274508,17
"394","ND","STARK",-0.235087719298292,19
"395","ND","STUTSMAN",-0.059649122806996,19
"396","ND","WARD",-0.128070175438506,19
"397","ND","WILLIAMS",0.145588235294118,16
"398","NE","ADAMS",-0.198142414860682,18
"399","NE","BOONE",0.313725490196099,17
"400","NE","BOX BUTTE",-0.286893704850386,18
"401","NE","BROWN",0.0897832817337443,18
"402","NE","BUFFALO",-0.395252837977266,18
"403","NE","BURT",-0.285861713106286,18
"404","NE","CHASE",-0.224561403508787,19
"405","NE","CHERRY",-0.0508771929824444,19
"406","NE","CHEYENNE",-0.222807017543884,19
"407","NE","CUSTER",-0.348813209494324,18
"408","NE","DAWES",-0.0701754385965194,19
"409","NE","DAWSON",-0.0887512899896816,18
"410","NE","DOUGLAS",-0.228070175438642,19
"411","NE","GAGE",-0.324045407636734,18
"412","NE","GRANT",0.261403508771939,19
"413","NE","HALL",-0.33508771929824,19
"414","NE","KEITH",-0.382868937048495,18
"415","NE","KIMBALL",-0.202270381836946,18
"416","NE","LANCASTER",-0.245614035087736,19
"417","NE","LINCOLN",-0.264912280701757,19
"418","NE","MADISON",-0.210526315789494,19
"419","NE","PLATTE",-0.229102167182665,18
"420","NE","RED WILLOW",-0.29824561403506,18
"421","NE","RICHARDSON",-0.164912280701746,19
"422","NE","SARPY",-0.114551083591312,18
"423","NE","SCOTTS BLUFF",-0.00526315789474517,19
"424","NE","SIOUX",0.0929824561403396,19
"425","NE","THOMAS",0.10294117647061,17
"426","NE","VALLEY",-0.172342621259032,18
"427","NE","WAYNE",0.0882352941176504,17
"428","NE","YORK",-0.164086687306549,18
"429","NH","BELKNAP",-1.83488132094932,18
"430","NH","CHESHIRE",-1.67079463364292,18
"431","NH","COOS",-1.64809081527335,18
"432","NH","GRAFTON",-1.07017543859654,19
"433","NH","HILLSBOROUGH",-1.07894736842108,19
"434","NH","MERRIMACK",-0.656140350877165,19
"435","NH","STRAFFORD",-1.07719298245617,19
"436","NJ","ATLANTIC",-0.158450704225349,17
"437","NJ","BERGEN",-0.323721727945122,18
"438","NJ","BURLINGTON",-0.259898341359011,17
"439","NJ","CUMBERLAND",-0.325115232072031,18
"440","NJ","ESSEX",-0.233143959695563,18
"441","NJ","MERCER",-0.340350877193015,19
"442","NJ","MONMOUTH",-0.380684858212956,17
"443","NJ","MORRIS",0.0247678018575587,18
"444","NJ","OCEAN",-0.0690143059267211,14
"445","NJ","SOMERSET",-0.378945960406641,17
"446","NJ","SUSSEX",-0.675954592363252,18
"447","NM","CHAVES",-0.0245353159851239,11
"448","NM","CIBOLA",-0.384905660377363,15
"449","NM","COLFAX",-0.207017543859652,19
"450","NM","CURRY",-0.106446776611689,15
"451","NM","LEA",-0.00350000000000128,14
"452","NM","LINCOLN",0.032855352916609,16
"453","NM","LOS ALAMOS",0.105392156862744,17
"454","NM","MCKINLEY",-0.218426647767538,16
"455","NM","QUAY",-0.118447850787861,18
"456","NM","SAN JUAN",-0.234064969271291,16
"457","NM","SAN MIGUEL",-0.224561403508778,19
"458","NM","SANTA FE",-0.153473534971686,17
"459","NM","SOCORRO",-3.32737430167611,11
"460","NM","UNION",-0.0052631578947664,19
"461","NV","CHURCHILL",-0.442857142857112,12
"462","NV","ELKO",-0.907017543859761,19
"463","NV","HUMBOLDT",-0.32105263157909,19
"464","NV","PERSHING",-0.271064950263365,15
"465","NV","WASHOE",-0.0396825396824662,12
"466","NV","WHITE PINE",-0.29122807017545,19
"467","NY","ALBANY",-0.415789473684285,19
"468","NY","ALLEGANY",-1.58720330237357,18
"469","NY","CHAUTAUQUA",-1.01052631578952,19
"470","NY","CHEMUNG",-0.975438596491238,19
"471","NY","CLINTON",-1.08565531475747,18
"472","NY","CORTLAND",-0.264912280701772,19
"473","NY","DUTCHESS",-0.566666666666721,19
"474","NY","ERIE",-1.02456140350883,19
"475","NY","FRANKLIN",-0.883384932920528,18
"476","NY","JEFFERSON",-1.09824561403509,19
"477","NY","LIVINGSTON",-0.83333333333338,19
"478","NY","MONROE",-0.747368421052683,19
"479","NY","NEW YORK",-0.309679494050789,18
"480","NY","ONEIDA",-1.17543859649123,19
"481","NY","ONONDAGA",-0.868421052631572,19
"482","NY","ORANGE",-0.262125902992778,18
"483","NY","OSWEGO",-1.83281733746118,18
"484","NY","QUEENS",-0.260252156602524,16
"485","NY","ST. LAWRENCE",-1.00701754385965,19
"486","NY","SUFFOLK",-0.408404029692489,17
"487","NY","SULLIVAN",-1.64809081527347,18
"488","NY","TOMPKINS",-1.12590299277605,18
"489","NY","WARREN",-1.18421052631584,19
"490","NY","WESTCHESTER",-0.61929824561405,19
"491","NY","YATES",-1.07223942208462,18
"492","OH","BUTLER",-0.269349845201237,18
"493","OH","CLARK",-0.870098039215681,17
"494","OH","CLINTON",-0.566666666666662,19
"495","OH","COSHOCTON",0.199999999999925,11
"496","OH","CUYAHOGA",-0.784210526315757,19
"497","OH","FAIRFIELD",-0.749226006191904,18
"498","OH","FRANKLIN",-0.133333333333333,19
"499","OH","GREENE",-0.605779153766742,18
"500","OH","HAMILTON",-0.289473684210533,19
"501","OH","HANCOCK",-1.07017543859651,19
"502","OH","LUCAS",-0.670175438596536,19
"503","OH","MONTGOMERY",-0.608771929824589,19
"504","OH","MUSKINGUM",-0.517543859649124,19
"505","OH","RICHLAND",-0.97368421052634,19
"506","OH","SUMMIT",-0.882456140350879,19
"507","OH","TRUMBULL",-0.701754385964956,19
"508","OK","ATOKA",0.100085726532361,13
"509","OK","BLAINE",-0.0206398348813327,18
"510","OK","BRYAN",0.0710887949259998,13
"511","OK","CANADIAN",0.183716349310572,16
"512","OK","CARTER",0.201867816091954,13
"513","OK","CHEROKEE",-0.0123060460139098,17
"514","OK","COMANCHE",0.200240770465472,17
"515","OK","DELAWARE",0.124590163934427,16
"516","OK","ELLIS",-0.0736842105263421,19
"517","OK","GARFIELD",0.0949705724986489,17
"518","OK","GARVIN",0.155008891523418,16
"519","OK","GRADY",0.083868378812181,17
"520","OK","JACKSON",0.134577454104084,16
"521","OK","KAY",-0.00160788937721584,18
"522","OK","KIOWA",0.127662209014364,17
"523","OK","LE FLORE",0.0745814307458108,13
"524","OK","LINCOLN",-0.00951683748170923,17
"525","OK","LOGAN",-0.0567595459236314,18
"526","OK","MUSKOGEE",0.2,16
"527","OK","OKLAHOMA",0.134029986369833,17
"528","OK","PAYNE",0.00352112676055876,17
"529","OK","PITTSBURG",0.104620002143848,18
"530","OK","PONTOTOC",0.0740960284528786,16
"531","OK","POTTAWATOMIE",0.0661650233523576,16
"532","OK","ROGERS",0.0215253029223093,16
"533","OK","SEQUOYAH",0.0198807157057666,15
"534","OK","STEPHENS",0.148506988564173,15
"535","OK","TULSA",0.0561108587005866,17
"536","OK","WASHITA",-0.0648742643124715,17
"537","OK","WOODS",0.00486526946107304,17
"538","OK","WOODWARD",-0.025698602794408,17
"539","OR","BAKER",-0.591228070175439,19
"540","OR","DESCHUTES",-0.0438596491228045,19
"541","OR","HARNEY",-0.361131954121563,18
"542","OR","JOSEPHINE",-0.0561403508771818,19
"543","OR","KLAMATH",-0.328064671814677,17
"544","OR","LAKE",-0.854489164086655,18
"545","OR","MALHEUR",0.168123100303957,15
"546","OR","UMATILLA",0.0671025833422732,18
"547","OR","UNION",-0.168421052631622,19
"548","PA","ADAMS",-0.672727272727254,11
"549","PA","ALLEGHENY",-0.615789473684228,19
"550","PA","BERKS",-0.603508771929806,19
"551","PA","BLAIR",-0.992982456140355,19
"552","PA","BUCKS",-0.589267285861668,18
"553","PA","BUTLER",-1.11248710010312,18
"554","PA","CENTRE",-0.412796697626421,18
"555","PA","CLEARFIELD",-1.42518059855509,18
"556","PA","DAUPHIN",-0.442598349233559,18
"557","PA","ERIE",-0.789473684210526,19
"558","PA","INDIANA",-1.06088751289989,18
"559","PA","LANCASTER",-0.644994840041245,18
"560","PA","LEBANON",-0.251805985552117,18
"561","PA","LEHIGH",-0.343859649122846,19
"562","PA","LUZERNE",-0.740350877192998,19
"563","PA","LYCOMING",-0.47894736842112,19
"564","PA","MONROE",-0.885448916408583,18
"565","PA","MONTGOMERY",-0.0736842105263561,19
"566","PA","NORTHUMBERLAND",-0.578947368421051,19
"567","PA","PHILADELPHIA",-0.243644067796615,17
"568","PA","VENANGO",-1.34385964912281,19
"569","PA","WESTMORELAND",-0.159958720330202,18
"570","PA","YORK",-0.51403508771933,19
"571","RI","KENT",-0.331578947368421,19
"572","RI","NEWPORT",-0.412796697626411,18
"573","RI","PROVIDENCE",-1.08668730650154,18
"574","RI","WASHINGTON",-0.377961196269679,18
"575","SD","BEADLE",0.107017543859648,19
"576","SD","BROOKINGS",-0.33734207968902,17
"577","SD","BROWN",-0.150877192982406,19
